player,year,attempts,made,expected_made,kick_plus,tier
Aldrick Rosas,2021,5,2,3.8,52.3,unranked
Alex Henery,2011,27,24,23.0,104.5,ranked
Alex Henery,2012,31,27,26.9,100.2,ranked
Alex Henery,2013,28,23,24.3,94.6,ranked
Alex Henery,2014,5,1,3.4,29.1,unranked
Anders Carlson,2023,33,27,28.8,93.6,ranked
Anders Carlson,2024,15,13,12.3,105.4,small_sample
Andre Szmyt,2025,27,24,23.4,102.5,ranked
Andrew Franks,2015,16,13,13.1,99.5,small_sample
Andrew Franks,2016,21,16,18.7,85.5,ranked
Andy Borregales,2025,32,27,28.3,95.3,ranked
Austin Seibert,2019,29,25,23.9,104.8,ranked
Austin Seibert,2020,9,6,7.7,77.6,unranked
Austin Seibert,2021,12,10,9.7,102.9,small_sample
Austin Seibert,2022,5,3,4.0,74.3,unranked
Austin Seibert,2023,1,1,0.9,105.8,unranked
Austin Seibert,2024,30,27,26.1,103.6,ranked
Ben Sauls,2025,8,8,7.5,106.6,unranked
Bill Gramatica,2001,20,16,15.7,102.2,ranked
Bill Gramatica,2002,21,15,15.5,96.9,ranked
Bill Gramatica,2003,4,3,3.1,95.9,unranked
Bill Gramatica,2004,3,3,2.7,109.4,unranked
Billy Cundiff,2002,19,12,14.3,83.7,small_sample
Billy Cundiff,2003,24,20,20.4,98.1,ranked
Billy Cundiff,2004,26,20,20.6,97.1,ranked
Billy Cundiff,2005,8,5,6.7,74.4,unranked
Billy Cundiff,2006,1,0,0.5,0.0,unranked
Billy Cundiff,2009,23,18,19.7,91.5,ranked
Billy Cundiff,2010,29,26,24.9,104.5,ranked
Billy Cundiff,2011,37,28,30.8,91.0,ranked
Billy Cundiff,2012,12,7,9.6,72.7,small_sample
Billy Cundiff,2013,26,21,22.4,93.6,ranked
Billy Cundiff,2014,29,22,24.2,90.8,ranked
Blair Walsh,2012,38,35,31.1,112.5,ranked
Blair Walsh,2013,30,26,26.0,99.9,ranked
Blair Walsh,2014,35,26,27.9,93.2,ranked
Blair Walsh,2015,39,34,33.5,101.4,ranked
Blair Walsh,2016,16,12,13.4,89.6,small_sample
Blair Walsh,2017,29,21,24.7,85.1,ranked
Blake Grupe,2023,37,30,31.7,94.7,ranked
Blake Grupe,2024,31,27,25.7,105.0,ranked
Blake Grupe,2025,37,29,31.9,90.9,ranked
Brad Daluiso,2001,4,3,3.3,89.8,unranked
Bradley Pinion,2021,1,0,0.4,0.0,unranked
Brandon Aubrey,2023,38,36,33.0,109.1,ranked
Brandon Aubrey,2024,47,40,36.1,110.9,ranked
Brandon Aubrey,2025,42,36,34.2,105.3,ranked
Brandon Coutu,2011,1,0,0.7,0.0,unranked
Brandon McManus,2014,13,9,11.2,80.6,small_sample
Brandon McManus,2015,35,30,30.0,100.1,ranked
Brandon McManus,2016,34,29,28.2,103.0,ranked
Brandon McManus,2017,32,24,26.8,89.7,ranked
Brandon McManus,2018,25,20,20.2,99.1,ranked
Brandon McManus,2019,34,29,26.6,109.0,ranked
Brandon McManus,2020,34,28,25.7,108.9,ranked
Brandon McManus,2021,31,26,25.5,101.8,ranked
Brandon McManus,2022,36,28,28.9,96.8,ranked
Brandon McManus,2023,37,30,30.7,97.8,ranked
Brandon McManus,2024,21,20,18.6,107.7,ranked
Brandon McManus,2025,30,24,26.5,90.6,ranked
Brayden Narveson,2024,18,12,15.3,78.5,small_sample
Brett Conway,2001,33,26,25.2,103.3,ranked
Brett Conway,2002,1,1,0.8,119.8,unranked
Brett Conway,2003,19,14,15.5,90.4,small_sample
Brett Maher,2018,36,29,30.0,96.5,ranked
Brett Maher,2019,30,20,24.0,83.2,ranked
Brett Maher,2021,18,16,16.1,99.3,small_sample
Brett Maher,2022,32,29,26.5,109.6,ranked
Brett Maher,2023,23,17,18.7,90.7,ranked
Brian Johnson,2021,10,10,9.2,108.7,small_sample
Cade York,2022,32,24,27.0,89.0,ranked
Cade York,2024,13,9,11.4,78.7,small_sample
Cairo Santos,2014,30,25,26.1,95.9,ranked
Cairo Santos,2015,37,30,30.4,98.7,ranked
Cairo Santos,2016,35,31,31.0,99.9,ranked
Cairo Santos,2017,5,4,4.1,96.7,unranked
Cairo Santos,2018,18,14,15.8,88.6,small_sample
Cairo Santos,2019,9,4,6.6,60.3,unranked
Cairo Santos,2020,32,30,28.0,107.1,ranked
Cairo Santos,2021,30,26,25.8,100.9,ranked
Cairo Santos,2022,23,21,19.5,107.7,ranked
Cairo Santos,2023,38,35,32.8,106.9,ranked
Cairo Santos,2024,25,21,20.3,103.4,ranked
Cairo Santos,2025,30,25,25.6,97.5,ranked
Caleb Shudak,2022,4,3,3.7,80.3,unranked
Caleb Sturgis,2013,34,26,28.8,90.3,ranked
Caleb Sturgis,2014,37,29,31.4,92.3,ranked
Caleb Sturgis,2015,22,18,19.0,94.7,ranked
Caleb Sturgis,2016,41,35,34.8,100.5,ranked
Caleb Sturgis,2017,3,3,2.4,127.1,unranked
Caleb Sturgis,2018,13,9,11.0,81.5,small_sample
Cam Little,2024,29,27,24.7,109.5,ranked
Cam Little,2025,34,30,28.4,105.6,ranked
Cameron Dicker,2022,22,21,19.6,107.1,ranked
Cameron Dicker,2023,33,31,27.8,111.3,ranked
Cameron Dicker,2024,42,39,35.4,110.2,ranked
Cameron Dicker,2025,41,38,36.0,105.6,ranked
Cedric Oglesby,2001,6,5,5.1,98.2,unranked
Chad Ryland,2023,25,16,21.3,75.2,ranked
Chad Ryland,2024,32,28,27.5,101.7,ranked
Chad Ryland,2025,33,25,27.6,90.5,ranked
Chandler Catanzaro,2014,33,29,27.9,104.0,ranked
Chandler Catanzaro,2015,31,28,27.8,100.7,ranked
Chandler Catanzaro,2016,28,21,22.7,92.5,ranked
Chandler Catanzaro,2017,30,25,25.2,99.1,ranked
Chandler Catanzaro,2018,20,16,17.6,91.0,ranked
Charlie Smyth,2025,16,12,13.0,92.5,small_sample
Chase McLaughlin,2019,23,18,18.5,97.5,ranked
Chase McLaughlin,2020,5,4,3.5,115.5,unranked
Chase McLaughlin,2021,21,15,17.1,87.5,ranked
Chase McLaughlin,2022,36,30,29.7,101.1,ranked
Chase McLaughlin,2023,31,29,27.1,106.9,ranked
Chase McLaughlin,2024,32,30,27.6,108.8,ranked
Chase McLaughlin,2025,38,32,32.0,100.1,ranked
Chris Blewitt,2021,5,2,3.8,53.0,unranked
Chris Boswell,2015,32,29,27.7,104.6,ranked
Chris Boswell,2016,25,21,20.9,100.6,ranked
Chris Boswell,2017,38,35,32.6,107.5,ranked
Chris Boswell,2018,20,13,16.9,77.1,ranked
Chris Boswell,2019,31,29,26.5,109.3,ranked
Chris Boswell,2020,20,19,17.5,108.6,ranked
Chris Boswell,2021,40,36,33.4,107.7,ranked
Chris Boswell,2022,28,20,22.9,87.3,ranked
Chris Boswell,2023,31,29,26.5,109.2,ranked
Chris Boswell,2024,44,41,36.6,112.1,ranked
Chris Boswell,2025,32,27,26.4,102.1,ranked
Chris Naggar,2021,1,1,0.9,107.5,unranked
Clint Stitser,2010,8,7,7.3,96.3,unranked
Cody Parkey,2014,36,32,31.3,102.1,ranked
Cody Parkey,2015,4,3,3.4,87.5,unranked
Cody Parkey,2016,25,20,21.4,93.4,ranked
Cody Parkey,2017,23,21,19.7,106.6,ranked
Cody Parkey,2018,30,23,25.8,89.3,ranked
Cody Parkey,2019,3,3,2.0,149.0,unranked
Cody Parkey,2020,22,19,19.3,98.7,ranked
Connor Barth,2008,12,10,10.9,92.0,small_sample
Connor Barth,2009,19,14,14.2,98.5,small_sample
Connor Barth,2010,28,23,23.0,99.8,ranked
Connor Barth,2011,28,26,22.4,116.1,ranked
Connor Barth,2012,33,28,26.3,106.3,ranked
Connor Barth,2014,16,15,14.1,106.1,small_sample
Connor Barth,2015,28,23,24.2,95.1,ranked
Connor Barth,2016,23,18,20.0,90.1,ranked
Connor Barth,2017,16,11,13.5,81.6,small_sample
Craig Hentrich,2003,5,4,3.6,112.5,unranked
Craig Hentrich,2004,3,1,1.8,55.3,unranked
Dan Bailey,2011,37,32,30.8,104.0,ranked
Dan Bailey,2012,31,29,26.1,111.0,ranked
Dan Bailey,2013,30,28,25.1,111.4,ranked
Dan Bailey,2014,29,25,23.5,106.2,ranked
Dan Bailey,2015,32,30,27.5,109.1,ranked
Dan Bailey,2016,32,27,26.7,101.3,ranked
Dan Bailey,2017,20,15,16.7,89.7,ranked
Dan Bailey,2018,28,21,24.4,86.0,ranked
Dan Bailey,2019,29,27,24.8,108.8,ranked
Dan Bailey,2020,22,15,18.5,81.3,ranked
Dan Carpenter,2008,25,21,20.5,102.3,ranked
Dan Carpenter,2009,28,25,23.0,108.5,ranked
Dan Carpenter,2010,41,30,30.9,97.0,ranked
Dan Carpenter,2011,34,29,28.2,102.7,ranked
Dan Carpenter,2012,27,22,22.0,99.8,ranked
Dan Carpenter,2013,36,33,31.3,105.4,ranked
Dan Carpenter,2014,38,34,31.7,107.2,ranked
Dan Carpenter,2015,27,23,22.7,101.1,ranked
Dan Carpenter,2016,25,19,21.6,87.8,ranked
Daniel Carlson,2018,21,17,16.8,101.1,ranked
Daniel Carlson,2019,26,19,21.7,87.7,ranked
Daniel Carlson,2020,35,33,31.4,105.0,ranked
Daniel Carlson,2021,43,40,36.9,108.5,ranked
Daniel Carlson,2022,37,34,31.3,108.6,ranked
Daniel Carlson,2023,30,26,26.5,98.1,ranked
Daniel Carlson,2024,40,34,34.2,99.5,ranked
Daniel Carlson,2025,27,22,22.7,97.0,ranked
Danny Boyd,2002,5,5,4.5,111.2,unranked
Dare Ogunbowale,2023,1,1,1.0,101.7,unranked
Dave Rayner,2005,1,0,0.5,0.0,unranked
Dave Rayner,2006,35,26,28.7,90.7,ranked
Dave Rayner,2007,22,15,18.3,81.9,ranked
Dave Rayner,2008,1,1,1.0,101.9,unranked
Dave Rayner,2010,16,13,12.5,103.9,small_sample
Dave Rayner,2011,15,10,12.7,78.9,small_sample
David Akers,2001,31,26,23.8,109.1,ranked
David Akers,2002,34,30,27.4,109.6,ranked
David Akers,2003,29,24,22.9,104.8,ranked
David Akers,2004,32,27,24.3,111.0,ranked
David Akers,2005,22,16,16.6,96.3,ranked
David Akers,2006,23,18,19.7,91.3,ranked
David Akers,2007,32,24,26.7,89.7,ranked
David Akers,2008,40,33,34.3,96.1,ranked
David Akers,2009,37,32,30.3,105.7,ranked
David Akers,2010,38,32,31.8,100.5,ranked
David Akers,2011,52,44,43.7,100.6,ranked
David Akers,2012,42,29,35.2,82.5,ranked
David Akers,2013,24,19,20.9,90.8,ranked
David Buehler,2010,32,24,25.3,94.9,ranked
Dominik Eberle,2021,3,2,2.3,85.7,unranked
Dominik Eberle,2022,1,1,0.8,124.3,unranked
Doug Brien,2001,6,5,4.5,110.2,unranked
Doug Brien,2002,6,5,4.9,101.1,unranked
Doug Brien,2003,28,27,22.8,118.7,ranked
Doug Brien,2004,29,24,23.6,101.5,ranked
Doug Brien,2005,4,1,3.1,31.9,unranked
Dustin Hopkins,2015,28,25,24.0,104.1,ranked
Dustin Hopkins,2016,42,34,35.6,95.4,ranked
Dustin Hopkins,2017,17,14,15.0,93.6,small_sample
Dustin Hopkins,2018,29,26,23.6,110.0,ranked
Dustin Hopkins,2019,30,25,25.0,100.1,ranked
Dustin Hopkins,2020,34,27,28.6,94.4,ranked
Dustin Hopkins,2021,34,30,28.7,104.4,ranked
Dustin Hopkins,2022,10,9,9.1,99.1,small_sample
Dustin Hopkins,2023,36,33,30.4,108.6,ranked
Dustin Hopkins,2024,27,18,22.4,80.3,ranked
Eddy Pineiro,2019,28,23,24.2,95.2,ranked
Eddy Pineiro,2021,8,8,6.8,116.9,unranked
Eddy Pineiro,2022,35,33,30.3,109.0,ranked
Eddy Pineiro,2023,29,25,24.5,101.9,ranked
Eddy Pineiro,2024,26,22,22.9,96.2,ranked
Eddy Pineiro,2025,29,28,24.6,113.8,ranked
Elliott Fry,2020,1,1,1.0,104.0,unranked
Elliott Fry,2021,5,4,4.5,88.9,unranked
Evan McPherson,2021,33,28,26.8,104.6,ranked
Evan McPherson,2022,29,24,24.5,97.9,ranked
Evan McPherson,2023,31,26,25.3,102.9,ranked
Evan McPherson,2024,22,16,18.5,86.5,ranked
Evan McPherson,2025,28,25,23.2,107.6,ranked
Garrett Hartley,2008,13,13,11.5,113.5,small_sample
Garrett Hartley,2009,11,9,9.5,95.2,small_sample
Garrett Hartley,2010,25,20,21.0,95.4,ranked
Garrett Hartley,2012,22,18,18.9,95.1,ranked
Garrett Hartley,2013,30,22,26.5,83.0,ranked
Garrett Hartley,2014,3,3,2.6,116.5,unranked
Gary Anderson,2001,18,15,14.2,105.6,small_sample
Gary Anderson,2002,23,18,18.3,98.4,ranked
Gary Anderson,2003,31,27,24.4,110.5,ranked
Gary Anderson,2004,22,17,17.3,98.2,ranked
Giorgio Tavecchio,2017,21,16,17.7,90.4,ranked
Giorgio Tavecchio,2018,5,5,3.8,131.5,unranked
Graham Gano,2009,4,4,3.4,117.9,unranked
